review,period,sentiment,ux_category,detail
늘 재미있는 꾸미기 기능 만들어주시느라 감사합니다~그덕분에 스몰스할때마다 즐거워요~ : ),05기,긍정,기타,기타
레이아웃이 더 많아지면 좋겟어용,05기,부정,꾸미기 기능 부족,레이아웃
너무좋아욤!❤️,05기,긍정,기타,기타
영상도 꾸밀 수 있음 좋겠네요~,05기,부정,꾸미기 기능 부족,영상편집
.,05기,긍정,기타,기타
레이아웃 틀 많이 추가되면 좋겠어오,05기,부정,꾸미기 기능 부족,레이아웃
동영상편집 기능 있으면 좋을거같아요!!,05기,부정,꾸미기 기능 부족,영상편집
글자를 한번에 쭈욱 쓸수있엇으면 좋겟어영,05기,부정,꾸미기 기능 부족,텍스트
신년 토끼 스티커 나오면 좋을거같아요!,05기,부정,꾸미기 기능 부족,스티커
.,05기,긍정,기타,기타
다수 사진 여러장을 겹쳐서 올리는 레이아웃이 가능하면 좋을것 같습니다 ,05기,부정,기록 경험 불편,스토리작성
새해 복 많이 받으세요:),05기,긍정,기타,기타
넘 귀여운 레이아웃이랑 스티커 많아져서 좋아요>.<,05기,긍정,기타,기타
새해 복 많이 받으세요~^^,05기,긍정,기타,기타
사진을 올리면서 댓글에 글을 적기보다는 인스타 처럼 사진과 글을 함께 작성하고 싶습니다,05기,부정,기록 경험 불편,스토리작성
항상 즐거운 마음으로 잘 사용하고 있습니다 2023 스몰스 파이팅!!,05기,긍정,기타,기타
새해 복 많이 받으세요 🎁,05기,긍정,기타,기타
"전에도 썼지만 레이아웃과 스티커, 말풍선 모양이 더 다양했으면 합니다. 그리고 카메라 구동시간이 좀 오래걸리는거같아요.",05기,부정,꾸미기 기능 부족,스티커
"전에도 썼지만 레이아웃과 스티커, 말풍선 모양이 더 다양했으면 합니다. 그리고 카메라 구동시간이 좀 오래걸리는거같아요.",05기,부정,꾸미기 기능 부족,레이아웃
"전에도 썼지만 레이아웃과 스티커, 말풍선 모양이 더 다양했으면 합니다. 그리고 카메라 구동시간이 좀 오래걸리는거같아요.",05기,부정,기타,기타
몇번(3~4번) 사진꾸미기 후 올리기가 오류가 나서 올라가지 않았어요~스티커 사용이 5개 보다 좀더 사용할수있으면 좋겠어요~새해 복 많이 받으세요🥤❤️,05기,부정,꾸미기 기능 부족,스티커
몇번(3~4번) 사진꾸미기 후 올리기가 오류가 나서 올라가지 않았어요~스티커 사용이 5개 보다 좀더 사용할수있으면 좋겠어요~새해 복 많이 받으세요🥤❤️,05기,부정,기타,기타
예쁜 스티커랑 레이아웃 추가되어서 너무 좋아요! 글씨 테두리 기능 추가되면 좋을것 같아요 ㅋ,05기,긍정,꾸미기 기능 부족,레이아웃
예쁜 스티커랑 레이아웃 추가되어서 너무 좋아요! 글씨 테두리 기능 추가되면 좋을것 같아요 ㅋ,05기,부정,꾸미기 기능 부족,텍스트
말풍선 스티커가 믾이졌으면 좋겠어용 아니면 글자수 자동으로 안내려가지게 되면 더 좋을것같아용,05기,부정,꾸미기 기능 부족,스티커
말풍선 스티커가 믾이졌으면 좋겠어용 아니면 글자수 자동으로 안내려가지게 되면 더 좋을것같아용,05기,부정,꾸미기 기능 부족,텍스트
동영상 업로드 속도가 여전히 너무 느려서 개선이 필요해보입니다.,05기,부정,앱 성능/안정성,속도
귀여운 스티커 많이 만들어주세요~,05기,부정,꾸미기 기능 부족,스티커
검은 토끼 머리띠 스티커 있었으면 좋겠어요!!,05기,부정,꾸미기 기능 부족,스티커
카메라 사이즈도 다양했으면 좋겠어요~,05기,부정,기타,기타
그리기 기능이 있었으면 좋을 것 같아용,05기,부정,기타,기타
동영상 편집기능이 되면 좋겠어요~,05기,부정,꾸미기 기능 부족,영상편집
새해 복 많이 받으셔요 ㅎㅎ,05기,긍정,기타,기타
없어용,05기,긍정,기타,기타
사진및 영상올리는데 렉이 심하게 걸림,05기,부정,앱 성능/안정성,속도
점점 발전하는 모습 너무 좋아요:) 더 다양한 종류의 레이아웃과 스티커를 계속 추가 해주시면 좋겠어요~! ,05기,부정,꾸미기 기능 부족,스티커
영상두 꾸미구다운받을수있음좋겠어요,05기,부정,꾸미기 기능 부족,영상편집
카메라 기능이 좀 더 향상 되면 좋겠어요!,05기,부정,기타,기타
기능이 또 느려졌어요.. ㅠㅠ 카메라 눌렀는데 로딩 하루 종일 걸리고 스티커 클릭하는데 적용하는것도 오래 걸려요..,05기,부정,앱 성능/안정성,속도
스몰스앱 로그인이 안되어 이제야 보내드리네요ㅠㅠㅠ,05기,부정,기타,기타
더할나위없이 좋은 스몰스..🥺💗,05기,긍정,기타,기타
.,05기,긍정,기타,기타
한복 말구두 교복이나 귀여운 유치원생복 같은거 추가되도 좋을것같아요!!,05기,부정,꾸미기 기능 부족,스티커
많은스티커가있었으면좋겠어요!!,05기,부정,꾸미기 기능 부족,스티커
피드에 한두번 봤던 게시물은 밑으로 내려가고 새 게시물이 위로 올라오면 좋겠어용 ㅎㅎ,05기,부정,소통 기능 부족,커뮤니티기능
동영상 편집만 있으면 딱 좋을거 같아요! 오늘도 고생하세용!,05기,부정,꾸미기 기능 부족,영상편집
레이아웃이 더 다양하면 좋겟어용,05기,부정,꾸미기 기능 부족,레이아웃
같이 소통할 수 있는 스티커가 마련되면 좋을것같아요 누르면 찬성 반대 같은 것이 나오는 스티커랄까요?? ,05기,부정,꾸미기 기능 부족,스티커
새로운 레이아웃이나 스티커가 업로드 되었는지 안되었는지 항상 들어올 때마다 기대하고 있어요~ 자주자주 업데이트 부탁드려요💚,05기,긍정,꾸미기 기능 부족,스티커
똥잘치우자 이런 레이아웃 잇엇으면 좋겟어용 ! ,05기,부정,꾸미기 기능 부족,스티커
글씨체가 더 다양해지면 좋을것같습니다,05기,부정,꾸미기 기능 부족,텍스트
없어용,05기,긍정,기타,기타
내 스토리에서 사진을 터치하면 다시 메인화면으로 돌아가는 오류가 잦습니다.,05기,부정,기타,기타
감사합니다,05기,긍정,기타,기타
사진꾸미기를 끝내고 저장 올리기할때 로딩되다가 올라가지 않은 적이 몇번 있었어요. (꾸민 사진 사라짐 현산) ,05기,부정,기타,기타
동영상도 인코딩 중이라는 문구만 뜨고 한번 저장이 안되었었어요.,05기,부정,기타,기타
없습니다!,05기,긍정,기타,기타
스티커 맛집🤤❤️,05기,긍정,꾸미기 기능 부족,스티커
:),05기,긍정,기타,기타
Ar가능한 영상촬영이요!!,05기,부정,꾸미기 기능 부족,영상편집
더 다양한 스티커가 있으면좋겠습니다,05기,부정,꾸미기 기능 부족,스티커
딱히 없어용,05기,긍정,기타,기타
꾸미기 기능이 다양했으면 좋겠어용,05기,부정,기타,기타
스티커 부족,05기,부정,꾸미기 기능 부족,스티커
영상올릴때 커버 이미지를 선택해서 올릴 수 있으면 좋겠습니다!,05기,부정,꾸미기 기능 부족,영상편집
가끔씩 커버이미지가 까만화면으로 올라 갈때가 있는데 그 부분도 수정 되었으면 좋겠습니다.,05기,부정,기타,기타
예전보다 속도가 많이 개선된 것 같습니다!,05기,긍정,앱 성능/안정성,속도
새해 복 많이 받으세요🎁,05기,긍정,기타,기타
영상도편집할수있는 방법이있었으면좋겠어요,05기,부정,꾸미기 기능 부족,영상편집
가끔 자동으로 로그아웃되더라구요,05기,부정,기타,기타
사진 밝기나 대비 채도 조정? 이런 기능도 가능하면 좋을것같아요! ,05기,부정,기타,기타
"사냥놀이 프레임 짱이에요! 곧 돌아올 발렌타인 프레임이나 스티커가 있으면 좋을 것 같아요! 전체적으로 기념일에 대한 프레임, 스티커가 생기면 좋을 것 같아요 :)",05기,부정,꾸미기 기능 부족,레이아웃
레이아웃 기능을 처음 사용해보았는데 너무 좋았습니다,05기,긍정,꾸미기 기능 부족,레이아웃
"갈수록 귀여운 스티커, 레이아웃이 많아지는 스몰스! 응원해요오💗🤧",05기,긍정,꾸미기 기능 부족,레이아웃
스몰스 앱 로그인 문제로 미션 기한연장해주셔서 로그인 문제가 해결된 오늘 제출합니다.,05기,부정,기타,기타
업로드가 늦어져서 죄송해요. 항상 즐거운 마음으로 잘 사용하고 있습니다! ,05기,긍정,기타,기타
수정기능이 없을까요,05기,부정,기록 경험 불편,스토리작성
태그를 더 추가하거나 사진 편집을 다시할 수 있었으면 좋겠어요,05기,부정,기록 경험 불편,스토리작성
"글자 수 넘 짧어,,,요ㅠ",05기,부정,기록 경험 불편,스토리작성
좋아용 ,05기,긍정,기타,기타
댓글 작성할 때 댓글 기능을 게시물 누르고 댓글 더보기터치 한 다음 댓글 입력하는게 좀 귀찮고 불편한 것 같아요. 바로 댓글창에 입력할 수 있으면 좋겠어요.,05기,부정,소통 기능 부족,댓글
스토리 올릴 때 사진 선택 후 꾸미기 버튼을 눌러도 잘 안넘어가서 그냥 올릴 때도 종종있는데 이 오류도 확인부탁드려요!,05기,부정,기타,기타
사진올리려고하면자꾸 튕겨져나가져나가요!,05기,부정,앱 성능/안정성,앱멈춤
태그 선택이 불편함,05기,부정,기타,기타
필수 해시태그에서 #고양이 만 누르면 바로 선택되면 좋을 것 같아요..! 지금은 한 번 누르면 ‘일상’이 선택되어서 #고양이 를 다시한번 눌러야해요.,05기,부정,기타,기타
불편함없이 귀여운 레이아웃 스티커로 잘 이용하고 있습니다♡,05기,긍정,기타,기타
스티커가 더 다양해지면 좋겠어요,05기,부정,꾸미기 기능 부족,스티커
댓글에서 바로 칭구 스토리 볼수없어서 불편해용 ㅜ,05기,부정,소통 기능 부족,댓글
스토리 업로드 후 내용 설정이 안되어 오타가 있으면 지우고 다시 업로드하는 점이 좀 귀찮고 힘들었어요ㅠ,05기,부정,기록 경험 불편,스토리작성
사진 로딩 시간도 좀 길었습니다!,05기,부정,앱 성능/안정성,속도
"수정기능이 있으면 좋겠어요! 태그를 깜박해버려서 수정하려는데 없더라구요 ㅠㅠ 글삭제뿐,, !! ",05기,부정,기록 경험 불편,스토리작성
스티커나 텍스트 크기 줄이고 이동하는게 잘 안되요,05기,부정,꾸미기 기능 부족,스티커
스티커나 텍스트 크기 줄이고 이동하는게 잘 안되요,05기,부정,꾸미기 기능 부족,텍스트
어플 사용 중 갑자기 꺼지는 현상이 자주 발생합니다.,05기,부정,앱 성능/안정성,앱멈춤
처음이라 어렵네요ㅠㅠ,05기,부정,기타,기타
안녕하세요! 완전 다른 어플로 돌아와서 깜짝놀랐습니다. 오류도 적어지고 앱도 세련되졌어요♡고생많으셨습니다!,05기,긍정,기타,기타
"1. 동영상 자동재생 앱 실행 후 '홈'화면 인기게시물 목록이 뜰때, 동영상 스토리가 자동으로 재생되는점이 아쉬웠어요. 게시물 누르면 재생되거나, 움짤 형식으로 소리가 안나오면 좋을것 같습니다. 저같은 경우 (갤노트20울트라) 스몰스앱을 꺼도 동영상소리가 계속 나와서 난감했습니다ㅠㅠ",05기,부정,기타,기타
"2. 스토리 업로드시 폴더 이름 순으로 사진이 뜨는 것. 예전 어플은 갤러리로 바로 들어가서 사진을 고를 수있어 편했는데, 앱 바뀌고나서는 폴더 이름순대로 바로 뜨니까, 불편합니다. ㅠㅠ 예전처럼 갤러리 혹은 내파일을 통해 업로드할수있으면 좋겠어요.",05기,부정,기록 경험 불편,스토리작성
"3. 인기게시물이 그대로인 것. 인기게시물이 어떤식으로 골라지는건지 기준은 모르지만, 계속 똑같은 스토리만 떠있는게 아쉬워요. 예전앱에서는 자주바뀐거같았는데... 당일 혹은 그 전날 기준으로 업데이트된 게시물이 떴으면 좋겠습니다.",05기,부정,소통 기능 부족,커뮤니티기능
"4. 스토리업로드시 필수항목
이전앱에서는 사진만 딱 올려도되서 부담없이 사진올리기가 가능했는데, 바뀐후로 필수항목 체크를 안하면 업로드할수없는게 조금 번거로워요.
특히나 '태그' 따로, '어떤종류의 이야기인가요' 따로 되있는게 굳이? 싶어요ㅠㅠ 어떤종류의 이야기인가요는 해시태그도 적고 이걸 왜 필수항목으로 꼭 체크해야하는지 잘 이해가 안됩니다.
'궁금해요'가 있는건 좋은 취지같으나, 이것 역시 굳이 따로 분리해야하나 싶어요.",05기,부정,기타,기타
사진을 여러장 업로드하거나 동영상을 올리면 앱이 갑자기 뚝 꺼져버리는 현상이 여태 2번 있었어요. 열심히 꾸미고 글 쓰고있는데 꺼지니까 의욕이 훅 사라지는........ㅠㅠㅠ 아이폰 사용자입니다,05기,부정,앱 성능/안정성,앱멈춤
스티커 회전이 안대구 가끔 스토리 편집시에 튕겨요🥹,05기,부정,꾸미기 기능 부족,스티커
"궁금해요 글 올렸는데 사진이 인코딩중으로 되어 있어요, 그리고 여전히 인코딩 시간이 길어요ㅠㅜ 짧아졌음 좋겠어요",05기,부정,기타,기타
스토리 수정 기능은 없나요? 있었으면 좋겠어요 수정하고 싶은데 안되서 삭제하고 다시 작성할까 하는데 글 복사도 안되네요ㅜㅜ 제가 못찾는걸까요..?!,05기,부정,기타,기타
동영상 길이조절기능이 있음좋겠어요 편집기능이요,05기,부정,꾸미기 기능 부족,영상편집
말풍선 디자인과 텍스트 서체가 더 다양했으면 좋겠습니다,05기,부정,꾸미기 기능 부족,스티커
앱실행 할때 꺼짐현상,05기,부정,앱 성능/안정성,앱멈춤
사진꾸미기 도중 꺼짐현상이 발생했어요.,05기,부정,앱 성능/안정성,앱멈춤
사진꾸미기 스티커 회전사용이 조금 불편해요.,05기,부정,꾸미기 기능 부족,스티커
댓글 남긴 상대 프사를 누르면 상대 페이지로 바로 넘어갔으면 좋겠어요,05기,부정,소통 기능 부족,댓글
새로워진 스몰스 조금 적응시긴이 필요했지만 다양한 기능이 많아져서 좋았어요: ),05기,긍정,기타,기타
보기가 더 편해져서 사용하기 더 좋아요💗 알아가는 재미가 쏠쏠한 스몰스 리뉴얼 버전!!,05기,긍정,기타,기타
집사가 직접 스티커 제작에 참여할 수 있으면 좋을 것 같아요! 금손 집사님이 많으실것 같아서요~,05기,부정,소통 기능 부족,커뮤니티기능
어플 저장까지 누르면 어플이 강제종료가 되네요 ㅠ,05기,부정,앱 성능/안정성,앱멈춤
내용을 올릴때 글자수 제한이 있어서 아쉬워요,05기,부정,기록 경험 불편,스토리작성
꾸미기 기능이 더 다양해졌으면 좋겠어요 ㅎㅎ,05기,부정,기타,기타
여러장 올릴수 있어서 좋아요~,05기,긍정,기록 경험 불편,스토리작성
아직 렉이 걸리는부분이 있긴하나 ,05기,부정,기타,기타
다양하게 올릴수있어서 좋습니다.,05기,긍정,기록 경험 불편,스토리작성
인코딩중에서 업로드가 아예 안되고 있습니다 오류좀 수정해주세요 ,05기,부정,기록 경험 불편,스토리작성
코딩 시간이 생긴건지 올라갈 때 자주 오류가 생기네용 ㅠ,05기,부정,기타,기타
리뉴얼 된 부분은 훨씬 눈에 잘 들어와서 조아요,05기,긍정,꾸미기 기능 부족,UIUX
어플 자체가 너무 느려요 .. 😢,05기,부정,앱 성능/안정성,속도
그리고 인코딩 되는게 많아요,05기,부정,기록 경험 불편,스토리작성
그 업데이크를 하고 나서 사진을 한번 올리고 나면 또 올릴 수가 없어요.. 앨범이 안열려요🥲,05기,부정,기록 경험 불편,스토리작성
오류때문에 흥미가 떨어져요..ㅠㅠ 오류가 하루 빨리 잡히길 바라요! ㅠㅠ,05기,부정,기타,기타
앱이 한번 씩 튕겨요ㅠㅠ,05기,부정,앱 성능/안정성,앱멈춤
선택사진 꾸미기 버튼이 잘 안눌려요,05기,부정,기타,기타
글씨체가 더 다양해지면 좋겠어요! 말풍선 없이도 글씨가 잘 보일 수 있도록 그림자 기능 같은게 추가되도 좋을것같아요,05기,부정,기타,기타
사진꾸미는 오류 한번도 없었다가 공지?본 후로 계속 생기고 있어요 ㅜㅜ 스몰스 개발팀 화이팅 입니닷!!,05기,부정,기타,기타
렉걸리고 사진올리는중에 나가져요ㅠㅠ ,05기,부정,기타,기타
스티커 원래 회전이 있었지 않았나요? ㅠㅠ 회전이 사라진거같아여,05기,부정,기타,기타
"동영상먼저 올리고 사진을 두번째로 넣었을때 사진을 꾸미고 돌아오니 적용이 안되는 문제를 여러번 경험하고 순서를 사진먼저 바꾸니 해결되더라구요,, 동영상 먼저 넣고 싶을때도 있어서 체크해봐 주세요",05기,부정,기타,기타
없습니당,05기,긍정,기타,기타
글 작성하다가 앱이 몇번 꺼졌어요…,05기,부정,앱 성능/안정성,앱멈춤
"리고 특정 이미지를 올릴때 오류가 있어서 못 올렸어요(꾸미기 기능 안됨, 꾸미기 없이 올리면 인코딩 중 으로 뜸) 다른 사진을 올릴 땐 잘되는데 그 사진만 올릴려고 하면 계속 오류가 나요 영상 올릴때 끝 부분이 잘려서 올라가요",05기,부정,기타,기타
영상 편집 기능이 있었으면 좋겠습니다,05기,부정,기타,기타
좋습니다 :),05기,긍정,기타,기타
새로운 템플릿 귀여워요!,05기,긍정,기타,기타
약간 반응이 느려요ㅠ,05기,부정,앱 성능/안정성,속도
"오류가 너무 자주 있어 업로드 포기 하는 경우가 많아요 ㅠㅠ갑자기 꺼지거나, 사진이 안뜨거나, 꾸미기가 안되거나 다양한 오류를 접했습니다",05기,부정,기타,기타
글수정 기능 부탁해요!! ㅠ^ㅠ,05기,부정,기록 경험 불편,스토리작성
감사합니다 ㅎㅎ,05기,긍정,기타,기타
고양이용 템플릿이 더욱 다양했으면 좋겠습니다 ,05기,부정,기타,기타
감사합니다,05기,긍정,기타,기타
동영상 편집기능추가가필요합니다,05기,부정,기타,기타
첨에 로딩 시간이 너무 길어요 다른 건 진짜 조아요..,05기,부정,앱 성능/안정성,속도
사진 꾸미기 기능이 잘 되지 않는 것 같습니다.,05기,부정,기타,기타
내용을 쓸 수 있거나 다양한 레이아웃과 스티커가 등장하고 있어 재밌어요!,05기,긍정,기타,기타
업로드과정에서 튕기기도 하고 렉먹어서 시간이 조금 오래걸리네요ㅠㅠ,05기,부정,앱 성능/안정성,앱멈춤
아이폰_댓글 쓰고 올리는데 오류가 났어요.(멈춤현상),05기,부정,기타,기타
스토리 선택하면 앞뒤 스토리를 쭉 이어서 볼수있으면 좋겠어요. 오늘도 좋은하루 보내세요 :),05기,부정,소통 기능 부족,커뮤니티기능
태그 입력창에 오류가 있어요~,05기,부정,기타,기타
텍스트 입력시 입력한 텍스트 일부가 씹혀 사라지곤해서 원하는 태그 입력이 어려워요~,05기,부정,기타,기타
*내용을 수정할수 있는 기능 있었음 좋겠습니다,05기,부정,기록 경험 불편,스토리작성
*궁금해요 게시판에 글을 올릴때 자꾸 사진이나 영상을 다수 올리게 되면 업로드가 되지 않는 상황인데 업데이트는 이미 된것으로 확인되나 ㅠ 동일하네요 영상이랑 사진이랑 같이 올렸는데 인코딩중 뜨면서 영상만 올라간건지 사진은 보이지 않습니다,05기,부정,기타,기타
*사진이랑 영상을 같이 올리려고 하니까 사진 꾸미기가 되지 않아요,05기,부정,기타,기타
*사진을 다운로드 받는 기능이 참 좋았는데요.(특히 다른 sns에 올리기 좋았음) 기능이 없어져서 아쉬워요,05기,부정,기록 경험 불편,공유
"아이폰인데, 기존 카메라 앨범을 그대로 사용하지 못해서 아쉬워요ㅠㅠ (원래는 가능했던 것으로 기억합니다..!) 좋아요한 사진 등등 ‘사진’ 앱에서 만들어둔 앨범을 스몰스 앱에서도 사용할 수 있으면 편할 것 같아요!",05기,부정,기타,기타
"""스티커를 조정하는게 너무 힘들어요 ㅠㅠ
뭐랄까 크기 조정이나 등등 스티커가 잘 안따라와줘요""",05기,부정,기타,기타
새로워진 스몰스 굿굿 💗,05기,긍정,기타,기타
스티커를 사용한상태에서는 등록이 된다고 하셨는데 스티커를 사용해도 인코딩에서 넘어가질 않아요 ,05기,부정,기타,기타
계속 인코딩 중입니당😭,05기,부정,기타,기타
버퍼링이 심해지고,05기,부정,앱 성능/안정성,속도
스티커가 크기 조절만 가능하고 각도조절이 안됩니다ㅠㅠ,05기,부정,기타,기타
ㄴ ㅔ감사합니다,05기,긍정,기타,기타
스티커 회전이 안대요ㅠㅡㅠ 크기조절 하는 법도 조콤 이상해유ㅠㅠ,05기,부정,기타,기타
귀여운 레이아웃 더 추가되엇으면 좋겟어용,05기,부정,기타,기타
저는 아이폰 13프로인데 여러장 올리면 템플릿이 안대요ㅠㅠ  ,05기,부정,기타,기타
그리고 궁금해요 같은 경우는 글자수 제한을 좀더 늘리면 좋울거같아요!!,05기,부정,기록 경험 불편,스토리작성
또한 사진 올릴때 혼자 회전되어 적용되눈 경우가 있더라구요!,05기,부정,기타,기타
-사진 올리는 중에 앱이 강제 종료됩니다.,05기,부정,앱 성능/안정성,앱멈춤
-태그가 내용과 다르게 추가됩니다. (예를 들어 ‘강아지’를 검색후 ‘강아지’와 ‘강아지산책’이 떠서 ’강아지산책‘ 을 추가하면 ’강아지’가 추가가 되더라구요,05기,부정,기타,기타
-이모티콘을 댓글에 입력하면 전송 버튼이 사라집니다.,05기,부정,기타,기타
-댓글창은 보기좋고 남기기 좋게 바뀌었으면 좋겠어요. 좋아요나 팔로우 버튼보다 댓글창이 위에 있으면 좋겠다는 생각도 듭니다.,05기,부정,소통 기능 부족,댓글
하트나 댓글알림 창에서 알림을 클릭했을때 해당 게시물로 바로 들어갈 수 있으면 좋겠어요!,05기,부정,기록 경험 불편,알림
정방향 사진을 올리고 꾸미기 들어가면 자꾸 사진이 90도로 회전이 되있어요!ㅠ (꾸미기전에 회전을 바로 돌려놓고 꾸며요 ㅠㅠ),05기,부정,기타,기타
꾸미기 무한로딩,05기,부정,기타,기타
스티커 다양한거많이해주세욤!😝,05기,부정,기타,기타
댓글에서 스토리 바로 방문하는 기능 얼른잇엇으면 좋겟어요 답방을 가려고해도 검색해서 가야되서 너무 불편해용 ㅠㅠ ,05기,부정,소통 기능 부족,댓글
그리고 영상이랑 사진이랑 같이올리면 사진을 꾸며도 올릴때 안꾸며져서 올라가는고같아영!,05기,부정,기타,기타
사진을 선택했을때 <선택할수없는파일입니다>라고 팝업이 뜨는 경우는 왜인가요?ㅠ,05기,부정,기타,기타
동영상스토리의 음성이 앱을 종료해도 꺼지지않습니다.,05기,부정,기타,기타
또한 동영상스토리를 누르지않았는데도 소리가 나옵니다ㅠㅠ,05기,부정,기타,기타
템플릿 더 많이 만들어주세용,05기,부정,기타,기타
댓글 창에서 다른 사용자 클릭하면 그 사용자 피드로 이동가능하면 더 좋을것 같아요!!,05기,부정,소통 기능 부족,댓글
스토리 수정 기능이 얼른 나오면 좋겠어요 ㅜㅜ,05기,부정,소통 기능 부족,댓글
태그 선택시 선택이 다른태그가 선택되는 오류가 있어요 ㅠㅠ! ,05기,부정,기타,기타
꾸미기 무한로딩 오류때문에 어플 지우고 다시 설치했는데도 오류가 계속되고 있습니다....ㅜㅜ 그래서 몇건은 못 꾸미고 올렸습니다🥲,05기,부정,기타,기타
영상에노래삽입 영상자르기등 영상도편집할수있는기능이있으면좋겠습니다,05기,부정,기타,기타
감사합니당,05기,긍정,기타,기타
자주쓰는 태그는 한번에 몇개씩 선택해서 올라갔으면 좋겠어요~ 오늘도 내일도 스몰스 함께 화이팅해요!!!,05기,부정,기타,기타
댓글 달때 댓글 입력란 옆에 완료버튼이 있었으면 좋겠어요~(아이폰은 키패드 전송을 눌러야해서 조금 불편해요),05기,부정,소통 기능 부족,댓글
새로운 스티커 업로드 원해요 :),05기,부정,기타,기타
사진 꾸미기 시 버퍼링이 생기는 경우가 많습니다.,05기,부정,기타,기타
한번더 로딩 걸리길래 또 지웠다 깔았어요!@ 아직 뭐때문인지는 저도 모르겠네요ㅜㅜ,05기,부정,기타,기타
.,05기,긍정,기타,기타
댓글을 타고 계정으로 이동하는 부분이 있었음 좋겠습니다 ,05기,부정,소통 기능 부족,댓글
감정 표현하는 스티커가 조금 더 있었음 좋겠어요,05기,부정,기타,기타
말풍선 스티커에 바로 텍스트 입력 할 수 있었음 좋겠습니다/,05기,부정,기타,기타
사진 업로드 하고 공유 할 수 있었음 좋겠습니다,05기,부정,기록 경험 불편,공유
안드로이드앱 오류로 꾸미기를 못해서 사진이 허전하네요 ㅠㅠ,05기,부정,기타,기타
앱오류인지 사진꾸미기가 불가능합니다,05기,부정,기타,기타
좋아요 누르거나 댓글 달아준 이웃이 알람으로 뜨는데 거기서 이웃 누르면 바로 이웃 스토리를 볼 수 있으면 좋겠어요,05기,부정,기록 경험 불편,알림
태그 달때 검색 한 다음 추가 누르면 위에 있는게 입력 되요 뭔가 오류가 있는 듯 합니다ㅜㅠ,05기,부정,기타,기타
글갯수랑 좋아요 갯수 글씨가 흰색인데 바탕이 흰색이면 안보이는게 조금 불편 한 것 같아요,05기,부정,기타,기타
태그 추가가 너무 어려워요~ 입력하는 글자들이 자꾸 사라지네요~,05기,부정,기타,기타
스몰스 스티커 다양해져서 조아용🖤,05기,긍정,기타,기타
"스토리 업로드하는 과정에서 앱오류가 심해요..
사진 선택을 했는데 튕겨진다던지.. 사진 꾸몄는데
앱이 그냥 꺼져버린 경우도 있고 사진 선택하는데 엄청 느려서 조금 답답했습니다ㅠㅠ",05기,부정,기타,기타
수요일에 높은 확률로 늦게 집에 도착해서 ㅠ 오자마자 바로 제출했는데 자정이 넘어버렸네요 ㅠㅠ 죄송해요 ! ,05기,긍정,기타,기타
수정이 가능했으면 좋겠습니다,05기,부정,기록 경험 불편,스토리작성
버벅임이 잦습니다아 ㅠㅠ,05기,부정,기타,기타
앱 오류가 빨리 해결이 되었으면 좋겠습니다 😭😭,05기,부정,기타,기타
"이제 앱오류는 거의 없는 것 같아요!!
스티커와 템플릿이 더 다양하면 좋겠어요 ㅎㅎ",05기,부정,기타,기타
수정기능과 글자수제한이 너무 불편합니다,05기,부정,기록 경험 불편,스토리작성
그동안 너무 즐겁게 활동했습니다 감사합니다!!!,05기,긍정,기타,기타
사진 첫 편집시 회전되어있는 오류가 있어요-! ,05기,부정,기타,기타
스티커는 여전히 회전이 안대구요ㅠㅠ,05기,부정,기타,기타
스토리태그 선택할때 한줄씩 밀려서 선택이 되어요-!,05기,부정,기타,기타
그동안 함께 해서 즐거웠어요❤️ 앱오류는 한번씩 튕기는거..? 자주는 아니고 사진 등록할때 한번씩 그러더라구,05기,부정,기타,기타
요 태그 오류도 있어요 간혹 추가 버튼이 활성화가 안되네요,05기,부정,기타,기타
동영상을 올릴 때 일부 동영상이 올라가지 않았습니다.,05기,부정,기타,기타
아직도 저는 게시물 하나 올리면 다시 오류가 나더라구요ㅠㅠ 핸드폰 기종은 z플립 3입니다!! ,05기,부정,기타,기타
댓글 달때 피드에서 바로 달 수 있음 편할것같아요. 그리고 심플하면서 일상 사진에 잘 어울릴만한 템플릿도 만들어주세요 ㅎㅎ,05기,부정,소통 기능 부족,댓글
"게시물 유형을 궁금해요로 올렸는데, 홈화면-> 궁금해요 탭에 안뜨는 게시물이 종종 있었어요!",05기,부정,기타,기타
아직도 무한로딩이 계속됩니다...ㅠㅠ 2월10일자 업데이트도 했으나 여전히 안됩니다.,05기,부정,앱 성능/안정성,앱멈춤
댓글달때 댓글전체보기 누른다음에 댓글작성할수있는게 불편합니다ㅠㅠ 바로 댓글 달수있게 개선되면 좋을것같습니다,05기,부정,소통 기능 부족,댓글
동영상 업로드시 섬네일을 고를 수 있으면 좋을것같습니다.,05기,부정,기록 경험 불편,스토리작성
댓글 허용 글자수 조금 더 길게 해주셔도 될 것 같아요!ㅎ,05기,부정,소통 기능 부족,댓글
알림창에 다른 친구들이 좋아요 누르고 댓글 단 내역에서 바로 그 피드로 넘어갈 수 있는 기능이 있었으면 좋겠습니다,05기,부정,소통 기능 부족,커뮤니티기능
답글을 바로 달고 싶은데 연동이 안되서 다시 피드로 돌아가 댓글을 확인 해야하는 번거로움이 있어요! 자유스럽고 편안한 소통에 도움이 될 것 같아요!,05기,부정,소통 기능 부족,댓글
